-1,-1,0,0.30918791307372295,-0.10149845550216545,0.04722599305560278,1,-0.8109875735775016,-0.24097494863154706,0,-0.16989594669116745,0,0.7309219651539597
-0.8700053950135924,0.026205950473936392,0,-1.6993393409928461,-1.139758207839477,0,0,0,0,0,0,0.7323832809114148,0.4422311115479633
0.1839801161977291,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,-0.9128540305010893
0.27633742523641264,1,-1.0643060455604787,0.06030383647689032,-0.1361214990219967,1.969566382794139,-0.7986402326023009,0.2447690285071847,1,0,0,1,0
1,-0.26529243822927456,-0.5919939238012631,-0.686176613311949,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
0,0.30918791307372295,-1.2519502074688795,-0.4775130935520587,0,-2.446043165467626,-0.8379914509840762,0,-0.16989594669116745,0,0.7309219651539597,-0.8700053950135924,-1.096933728981207
0,-1.4134006832063206,-1.110731917700952,0,0,0,0,0,0,1.337810426714739,1.4516825767754173,1.4965912411460476,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,-0.9128540305010893,0.27633742523641264,1
-1.0643060455604787,0.06030383647689032,-0.1361214990219967,1.969566382794139,-0.7986402326023009,0.2447690285071847,1,0,0,1,0,1,-0.26529243822927456
-0.5919939238012631,-0.686176613311949,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.30918791307372295
-1.2519502074688795,0.04722599305560278,0,-2.446043165467626,-0.8379914509840762,0,-0.16989594669116745,0,0.7309219651539597,-0.8700053950135924,-1.096933728981207,0,-1.2728545632773505
-1.0794216354094914,0,0,0,0,0,0,1.337810426714739,1.4516825767754173,1.4965912411460476,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,-0.9128540305010893,0.27633742523641264,1,-1.0643060455604787,0.06030383647689032
-0.1361214990219967,1.969566382794139,-0.7986402326023009,0.2447690285071847,1,0,0,1,0,1,-0.26529243822927456,-0.5919939238012631,-0.686176613311949
0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.30918791307372295,-1.2519502074688795,1.0967041662709258
0,-2.446043165467626,-0.8379914509840762,0,-0.16989594669116745,0,0.7309219651539597,-0.8700053950135924,-1.096933728981207,0,-1.127462025419795,-1.035211027069043,0
0,0,0,0,0,1.337810426714739,1.4516825767754173,1.4965912411460476,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,-0.9128540305010893,0.27633742523641264,1,-1.0643060455604787,0.06030383647689032,-0.1361214990219967,1.969566382794139
-0.7986402326023009,0.2447690285071847,1,0,0,1,0,1,-0.26529243822927456,-0.5919939238012631,-0.686176613311949,0,1
-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,0,0.30918791307372295,-0.6767243314855225,-0.7398826368558894,0,-2.446043165467626
-0.8379914509840762,0,-0.16989594669116745,0,0.7309219651539597,-0.8700053950135924,-1.0183565364195493,0,-0.8350614770618225,-0.9099008883937066,0,0,0
0,0,0,1.337810426714739,1.4516825767754173,1.4965912411460476,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,-0.9128540305010893,0.27633742523641264,1,-1.0643060455604787,0.06030383647689032,-0.1361214990219967,1.969566382794139,-0.7986402326023009,0.2447690285071847
1,0,0,1,0,1,-0.26529243822927456,-0.5919939238012631,-0.686176613311949,0,-1,-1,-1
