-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
-1,-1,-1,-1,-1,0,0.30918791307372295,-1.2519502074688795,0.04722599305560278,0,-2.446043165467626,-0.8379914509840762,0
-0.16989594669116745,0,0.7309219651539597,-0.8700053950135924,-1.096933728981207,0,-0.49581222206086,-0.7035847161382808,0,0,0,0,0
0,-1.0838981564985581,-0.8556350580301921,-0.7738712452510439,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-0.9128540305010893,0.27633742523641264,1,-1.0643060455604787,0.06030383647689032,-0.1361214990219967,1.969566382794139,-0.7986402326023009,0.2447690285071847,1,0
0,1,0,1,-0.26529243822927456,-0.5919939238012631,-0.686176613311949,0,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,0,0.30918791307372295,-1.2519502074688795,-0.4775130935520587,0,-2.446043165467626,-0.8379914509840762,0,-0.16989594669116745,0
0.7309219651539597,-0.8700053950135924,-1.096933728981207,0,-0.25995321620304795,-0.521577700130473,0,0,0,0,0,0,1.337810426714739
1.4516825767754173,1.4965912411460476,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1
-0.9128540305010893,0.27633742523641264,1,-1.0643060455604787,0.06030383647689032,-0.1361214990219967,1.969566382794139,-0.7986402326023009,0.2447690285071847,1,0,0,1
0,1,-0.26529243822927456,-0.5919939238012631,-0.686176613311949,0,1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,0.30918791307372295,0.4737274204811915,-0.2807359360741856,1,0.8240680183126226,0.34684589759365164,1,2.2788781480215374,-0.6976073246208357,0.7309219651539597,-0.8700053950135924
0.6451039720015455,0,-0.1097142604169074,-0.3891484514111913,1,0,0,0,0,0,-0.781184583596896,-0.8195832199863545,-0.7694367482072996
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,-0.9128540305010893,0.27633742523641264
1,-1.0643060455604787,0.06030383647689032,-0.1361214990219967,1.969566382794139,-0.7986402326023009,0.2447690285071847,1,0,0,1,0,1
-0.26529243822927456,-0.5919939238012631,-0.686176613311949,0,-1,1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
0.30918791307372295,1.6526141078838175,0.5428129081850609,1,-0.6293147300341544,1.9803654469444316,1,21.869070905723177,-0.03478914309783293,0.7309219651539597,-0.8700053950135924,1.3345358783693653,1
0.42339171172746237,0.18434283361732426,1,0,0,0,0,0,-0.6802800592963419,-0.791542901507814,-0.7633598448510573,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,-0.9128540305010893,0.27633742523641264,1,-1.0643060455604787
0.06030383647689032,-0.1361214990219967,1.969566382794139,-0.7986402326023009,0.2447690285071847,1,0,0,1,0,1,-0.26529243822927456,-0.5919939238012631
-0.686176613311949,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.30918791307372295,-0.6767243314855225
2.1461823394862485,0,-2.446043165467626,-0.42046223010339584,0,-0.16989594669116745,0,0.7309219651539597,-0.8700053950135924,-0.16277054484031625,0,1.0437332065863651,1.0551270855466555
0,0,0,0,0,0,1.337810426714739,1.4516825767754173,1.4965912411460476,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,-0.9128540305010893,0.27633742523641264,1,-1.0643060455604787,0.06030383647689032,-0.1361214990219967
1.969566382794139,-0.7986402326023009,0.2447690285071847,1,0,0,1,0,1,-0.26529243822927456,-0.5919939238012631,-0.686176613311949,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0.30918791307372295,-0.10149845550216545,-0.0839587785963126,0
-2.446043165467626,-0.24097494863154706,1,4.7276522427342424,1.383949894750324,0.7309219651539597,-0.8700053950135924,0.026205950473936392,0,1.1697400727295797,1.2587452085921806,0,0
0,1,0,0,-0.47847101069523384,-0.7114277058548415,-0.7383952689010893,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,-0.9128540305010893,0.27633742523641264,1,-1.0643060455604787,0.06030383647689032,-0.1361214990219967,1.969566382794139,-0.7986402326023009
0.2447690285071847,1,0,0,1,0,1,-0.26529243822927456,-0.5919939238012631,-0.686176613311949,0,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,0,0.30918791307372295,-0.10149845550216545,-0.6086978652039741,0,-2.446043165467626,-0.42046223010339584
1,2.2788781480215374,0.650422237923948,1.969566382794139,0.8540266863960299,-0.16277054484031625,0,1.2925159935870711,1.465827163791671,0,0,0,0
0,1,-0.47847101069523384,-0.7114277058548415,-0.7383952689010893,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,-0.9128540305010893,0.27633742523641264,1,-1.0643060455604787,0.06030383647689032,-0.1361214990219967,1.969566382794139,-0.7986402326023009,0.2447690285071847,1
0,0,1,0,1,-0.26529243822927456,-0.5919939238012631,-0.686176613311949,0,-1,1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,0,0.30918791307372295,0.23498711139257678,0.30959553635943354,0,-2.446043165467626,0.27890408578508746,1,4.7276522427342424
0.5657648343056333,0.7309219651539597,-0.8700053950135924,-0.11203533773096849,1,1.539683307944915,1.9087146129326857,1,0,0,0,0,0
0.5305742323103066,0.16983944632785655,-0.10114161965190568,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.9128540305010893,0.27633742523641264,1,-1.0643060455604787,0.06030383647689032,-0.1361214990219967,1.969566382794139,-0.7986402326023009,0.2447690285071847,1,0,0
1,0,1,-0.26529243822927456,-0.5919939238012631,-0.686176613311949,0,-1,1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
