-1,1,-1,-1,1,1,-0.9128540305010893,0.27633742523641264,1,-1.0643060455604787,0.06030383647689032,-0.1361214990219967
1.969566382794139,-0.7986402326023009,0.2447690285071847,1,0,0,1,0,1,-0.26529243822927456,-0.5919939238012631,-0.686176613311949
0,1,-1,-1,-1,1,0.09002904162633107,1,0.22213902192482313,0,-2.446043165467626,-1.508136111102906
0,0.7309219651539597,-0.8700053950135924,-1.096933728981207,0,0,0,0,0,0,1.337810426714739,1.4516825767754173
1.4965912411460476,0,1,-1,-1,-1,1,0.09002904162633107,1,0.22213902192482313,0,-2.446043165467626
-1.508136111102906,0,0.7309219651539597,-0.8700053950135924,-1.096933728981207,0,0,0,0,0,0,1.337810426714739
1.4516825767754173,1.4965912411460476,0,-1,-1,1,-1,1,1,-0.9128540305010893,0.27633742523641264,1
-1.0643060455604787,0.06030383647689032,-0.1361214990219967,1.969566382794139,-0.7986402326023009,0.2447690285071847,1,0,0,1,0,1
-0.26529243822927456,-0.5919939238012631,-0.686176613311949,0,-1,1,-1,-1,1,0.5091965150048403,-0.9749216300940439,0.3205276006637596
1,-0.5384783082624808,-0.10972378374539982,-0.2047904361116124,0.7309219651539597,-0.8700053950135924,0.702552872136035,1,0,0,0,0
0,-0.5793755349957879,-0.7554910634639764,-0.7533411663448202,0,1,-1,-1,-1,0,0.07454017424975799,-0.11111111111111116
-0.21514355024822795,0,-2.446043165467626,-1.6355140186915886,0,0.7309219651539597,-0.8700053950135924,-1.096933728981207,0,0,0,0
0,0,0.12695613510809048,-0.2788056493287897,-0.49006343445140743,0,-1,1,-1,-1,1,0.5091965150048403
-0.9749216300940439,0.3205276006637596,1,-0.5384783082624808,-0.10972378374539982,-0.2047904361116124,0.7309219651539597,-0.8700053950135924,0.702552872136035,1,0,0
0,0,0,-0.5793755349957879,-0.7554910634639764,-0.7533411663448202,0,1,-1,-1,-1,1
0.5091965150048403,-0.9749216300940439,0.3205276006637596,1,-0.5384783082624808,-0.10972378374539982,-0.2047904361116124,0.7309219651539597,-0.8700053950135924,0.702552872136035,1,0
0,0,0,0,-0.5793755349957879,-0.7554910634639764,-0.7533411663448202,0,-1,-1,1,-1
1,1,-0.9128540305010893,0.27633742523641264,1,-1.0643060455604787,0.06030383647689032,-0.1361214990219967,1.969566382794139,-0.7986402326023009,0.2447690285071847,1
0,0,1,0,1,-0.26529243822927456,-0.5919939238012631,-0.686176613311949,0,1,-1,-1
-1,1,0.09196515004840271,-1,0.15217381037713518,0,-2.446043165467626,-0.8827692223489199,0.538483923544864,1.969566382794139,-0.33301179588600516,-0.0956858798168137
0,0,0,1,0,1,-0.1152147232132392,-0.4864642364612945,-0.62856164612163,0,1,-1
-1,-1,1,0.09196515004840271,-1,0.15217381037713518,0,-2.446043165467626,-0.8827692223489199,0.538483923544864,1.969566382794139,-0.33301179588600516
-0.0956858798168137,0,0,0,1,0,1,-0.1152147232132392,-0.4864642364612945,-0.62856164612163,0,-1
1,-1,-1,1,1,-0.9128540305010893,0.27633742523641264,1,-1.0643060455604787,0.06030383647689032,-0.1361214990219967,1.969566382794139
-0.7986402326023009,0.2447690285071847,1,0,0,1,0,1,-0.26529243822927456,-0.5919939238012631,-0.686176613311949,0
